_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,initial_vector,initial_index,active_index,reverse_scale,updated_vector,profile_metadata,async_post_trial_completed,vector
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 86], ""submitted_channel_response"": 143, ""response_distance_from_start"": 57}, ""async_post_trial_completed"": true}",55,2026-06-15 09:30:31,False,,,CustomTrial,14,1,,True,14,8,15,gibbs_demo,"{""vector"": [148, 124, 86], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,True,,0.0,,143,False,98,1.0,3.0,5.0,30.0,35.0,5.0,0.49999999999999994,0.5833333333333333,True,True,True,False,0,default,CustomTrial,Info,"[148, 124, 86]",1,2,True,"[148, 124, 143]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [148, 124, 86], ""submitted_channel_response"": 143, ""response_distance_from_start"": 57}",True,"[148, 124, 86]"
,"{""profile_metadata"": {""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 29], ""submitted_channel_response"": 237, ""response_distance_from_start"": 208}, ""async_post_trial_completed"": true}",56,2026-06-15 09:30:31,False,,,CustomTrial,15,3,,True,15,8,15,gibbs_demo,"{""vector"": [125, 207, 29], ""initial_index"": 1, ""active_index"": 2, ""reverse_scale"": true}",True,True,,0.0,,237,False,99,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[125, 207, 29]",1,2,True,"[125, 207, 237]","{""bot_profile"": ""random"", ""participant_id"": 8, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""blue"", ""active_index"": 2, ""starting_values"": [125, 207, 29], ""submitted_channel_response"": 237, ""response_distance_from_start"": 208}",True,"[125, 207, 29]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""rock"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [122, 127, 122.5], ""submitted_channel_response"": 136, ""response_distance_from_start"": 9}, ""async_post_trial_completed"": true}",57,2026-06-15 09:30:32,False,,,CustomTrial,17,4,,True,17,9,17,gibbs_demo,"{""vector"": [122, 127, 122.5], ""initial_index"": 2, ""active_index"": 1, ""reverse_scale"": false}",True,False,,0.0,,136,False,106,,,5.0,5.0,10.0,5.0,0.08333333333333333,0.16666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[122, 127, 122.5]",2,1,False,"[122, 136, 122.5]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""rock"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [122, 127, 122.5], ""submitted_channel_response"": 136, ""response_distance_from_start"": 9}",True,"[122, 127, 122.5]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [126, 155, 208], ""submitted_channel_response"": 182, ""response_distance_from_start"": 27}, ""async_post_trial_completed"": true}",58,2026-06-15 09:30:32,False,,,CustomTrial,20,6,,True,20,9,17,gibbs_demo,"{""vector"": [126, 155, 208], ""initial_index"": 2, ""active_index"": 1, ""reverse_scale"": false}",True,False,,0.0,62.0,182,False,107,,,5.0,10.0,15.0,5.0,0.16666666666666666,0.25,True,True,True,False,0,default,CustomTrial,Info,"[126, 155, 208]",2,1,False,"[126, 182, 208]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [126, 155, 208], ""submitted_channel_response"": 182, ""response_distance_from_start"": 27}",True,"[126, 155, 208]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [253, 75.5, 92.5], ""submitted_channel_response"": 249, ""response_distance_from_start"": 4}, ""async_post_trial_completed"": true}",59,2026-06-15 09:30:32,False,,,CustomTrial,18,8,,True,18,9,17,gibbs_demo,"{""vector"": [253, 75.5, 92.5], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": true}",True,False,,0.0,63.0,249,False,108,,,5.0,15.0,20.0,5.0,0.25,0.3333333333333333,True,True,True,False,0,default,CustomTrial,Info,"[253, 75.5, 92.5]",1,0,True,"[249, 75.5, 92.5]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [253, 75.5, 92.5], ""submitted_channel_response"": 249, ""response_distance_from_start"": 4}",True,"[253, 75.5, 92.5]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [105.5, 207, 188], ""submitted_channel_response"": 246, ""response_distance_from_start"": 39}, ""async_post_trial_completed"": true}",60,2026-06-15 09:30:33,False,,,CustomTrial,19,2,,True,19,9,17,gibbs_demo,"{""vector"": [105.5, 207, 188], ""initial_index"": 2, ""active_index"": 1, ""reverse_scale"": true}",True,False,,0.0,61.0,246,False,109,,,5.0,20.0,25.0,5.0,0.3333333333333333,0.41666666666666663,True,True,True,False,0,default,CustomTrial,Info,"[105.5, 207, 188]",2,1,True,"[105.5, 246, 188]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [105.5, 207, 188], ""submitted_channel_response"": 246, ""response_distance_from_start"": 39}",True,"[105.5, 207, 188]"
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [105.5, 207, 188], ""submitted_channel_response"": 179, ""response_distance_from_start"": 28}, ""async_post_trial_completed"": true}",61,2026-06-15 09:30:33,False,,,CustomTrial,19,2,,True,19,9,17,gibbs_demo,"{""vector"": [105.5, 207, 188], ""initial_index"": 2, ""active_index"": 1, ""reverse_scale"": true}",True,True,,0.0,,179,False,110,0.0,3.0,5.0,25.0,30.0,5.0,0.41666666666666663,0.49999999999999994,True,True,True,False,0,default,CustomTrial,Info,"[105.5, 207, 188]",2,1,True,"[105.5, 179, 188]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""tree"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [105.5, 207, 188], ""submitted_channel_response"": 179, ""response_distance_from_start"": 28}",True,"[105.5, 207, 188]"
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [126, 155, 208], ""submitted_channel_response"": 169, ""response_distance_from_start"": 14}, ""async_post_trial_completed"": true}",62,2026-06-15 09:30:33,False,,,CustomTrial,20,6,,True,20,9,17,gibbs_demo,"{""vector"": [126, 155, 208], ""initial_index"": 2, ""active_index"": 1, ""reverse_scale"": false}",True,True,,0.0,,169,False,111,1.0,3.0,5.0,30.0,35.0,5.0,0.49999999999999994,0.5833333333333333,True,True,True,False,0,default,CustomTrial,Info,"[126, 155, 208]",2,1,False,"[126, 169, 208]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""carrot"", ""active_channel"": ""green"", ""active_index"": 1, ""starting_values"": [126, 155, 208], ""submitted_channel_response"": 169, ""response_distance_from_start"": 14}",True,"[126, 155, 208]"
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [253, 75.5, 92.5], ""submitted_channel_response"": 255, ""response_distance_from_start"": 2}, ""async_post_trial_completed"": true}",63,2026-06-15 09:30:33,False,,,CustomTrial,18,8,,True,18,9,17,gibbs_demo,"{""vector"": [253, 75.5, 92.5], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": true}",True,True,,0.0,,255,False,112,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[253, 75.5, 92.5]",1,0,True,"[255, 75.5, 92.5]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 9, ""participant_group"": ""B"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [253, 75.5, 92.5], ""submitted_channel_response"": 255, ""response_distance_from_start"": 2}",True,"[253, 75.5, 92.5]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [2, 74.5, 78], ""submitted_channel_response"": 0, ""response_distance_from_start"": 2}, ""async_post_trial_completed"": true}",64,2026-06-15 09:30:34,False,,,CustomTrial,21,7,,True,21,10,19,gibbs_demo,"{""vector"": [2, 74.5, 78], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": false}",True,False,,0.0,69.0,0,False,119,,,5.0,5.0,10.0,5.0,0.08333333333333333,0.16666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[2, 74.5, 78]",1,0,False,"[0, 74.5, 78]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [2, 74.5, 78], ""submitted_channel_response"": 0, ""response_distance_from_start"": 2}",True,"[2, 74.5, 78]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [106, 207, 107], ""submitted_channel_response"": 94, ""response_distance_from_start"": 12}, ""async_post_trial_completed"": true}",65,2026-06-15 09:30:34,False,,,CustomTrial,24,3,,True,24,10,19,gibbs_demo,"{""vector"": [106, 207, 107], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": false}",True,False,,0.0,68.0,94,False,120,,,5.0,10.0,15.0,5.0,0.16666666666666666,0.25,True,True,True,False,0,default,CustomTrial,Info,"[106, 207, 107]",1,0,False,"[94, 207, 107]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [106, 207, 107], ""submitted_channel_response"": 94, ""response_distance_from_start"": 12}",True,"[106, 207, 107]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [154, 124, 85], ""submitted_channel_response"": 230, ""response_distance_from_start"": 76}, ""async_post_trial_completed"": true}",66,2026-06-15 09:30:35,False,,,CustomTrial,23,1,,True,23,10,19,gibbs_demo,"{""vector"": [154, 124, 85], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": true}",True,False,,0.0,,230,False,121,,,5.0,15.0,20.0,5.0,0.25,0.3333333333333333,True,True,True,False,0,default,CustomTrial,Info,"[154, 124, 85]",1,0,True,"[230, 124, 85]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""tree"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [154, 124, 85], ""submitted_channel_response"": 230, ""response_distance_from_start"": 76}",True,"[154, 124, 85]"
{},"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [89, 196.5, 181], ""submitted_channel_response"": 102, ""response_distance_from_start"": 13}, ""async_post_trial_completed"": true}",67,2026-06-15 09:30:35,False,,,CustomTrial,22,5,,True,22,10,19,gibbs_demo,"{""vector"": [89, 196.5, 181], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": true}",True,False,,0.0,70.0,102,False,122,,,5.0,20.0,25.0,5.0,0.3333333333333333,0.41666666666666663,True,True,True,False,0,default,CustomTrial,Info,"[89, 196.5, 181]",1,0,True,"[102, 196.5, 181]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [89, 196.5, 181], ""submitted_channel_response"": 102, ""response_distance_from_start"": 13}",True,"[89, 196.5, 181]"
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [106, 207, 107], ""submitted_channel_response"": 133, ""response_distance_from_start"": 27}, ""async_post_trial_completed"": true}",68,2026-06-15 09:30:35,False,,,CustomTrial,24,3,,True,24,10,19,gibbs_demo,"{""vector"": [106, 207, 107], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": false}",True,True,,0.0,,133,False,123,0.0,3.0,5.0,25.0,30.0,5.0,0.41666666666666663,0.49999999999999994,True,True,True,False,0,default,CustomTrial,Info,"[106, 207, 107]",1,0,False,"[133, 207, 107]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""rock"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [106, 207, 107], ""submitted_channel_response"": 133, ""response_distance_from_start"": 27}",True,"[106, 207, 107]"
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [2, 74.5, 78], ""submitted_channel_response"": 0, ""response_distance_from_start"": 2}, ""async_post_trial_completed"": true}",69,2026-06-15 09:30:35,False,,,CustomTrial,21,7,,True,21,10,19,gibbs_demo,"{""vector"": [2, 74.5, 78], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": false}",True,True,,0.0,,0,False,124,1.0,3.0,5.0,30.0,35.0,5.0,0.49999999999999994,0.5833333333333333,True,True,True,False,0,default,CustomTrial,Info,"[2, 74.5, 78]",1,0,False,"[0, 74.5, 78]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""banana"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [2, 74.5, 78], ""submitted_channel_response"": 0, ""response_distance_from_start"": 2}",True,"[2, 74.5, 78]"
,"{""profile_metadata"": {""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [89, 196.5, 181], ""submitted_channel_response"": 116, ""response_distance_from_start"": 27}, ""async_post_trial_completed"": true}",70,2026-06-15 09:30:35,False,,,CustomTrial,22,5,,True,22,10,19,gibbs_demo,"{""vector"": [89, 196.5, 181], ""initial_index"": 1, ""active_index"": 0, ""reverse_scale"": true}",True,True,,0.0,,116,False,125,2.0,3.0,5.0,35.0,40.0,5.0,0.5833333333333333,0.6666666666666666,True,True,True,False,0,default,CustomTrial,Info,"[89, 196.5, 181]",1,0,True,"[116, 196.5, 181]","{""bot_profile"": ""normal_rgb"", ""participant_id"": 10, ""participant_group"": ""A"", ""target"": ""carrot"", ""active_channel"": ""red"", ""active_index"": 0, ""starting_values"": [89, 196.5, 181], ""submitted_channel_response"": 116, ""response_distance_from_start"": 27}",True,"[89, 196.5, 181]"
